,gene_symbol,GSM1531972,GSM1531973,GSM1531974,GSM1531975,GSM1531976,GSM1531977,GSM1531978,GSM1531979,GSM1531980,GSM1531981,GSM1531982,GSM1531983
ENSMUSG00000086962,Gm12248,0.03526,0,0,0,0.06275,0.03794,0,0,0.03096,0,0,0
ENSMUSG00000086968,4933431E20Rik,17.20068,17.9183,17.69638,17.01032,15.79393,16.89021,14.19011,16.18776,17.45234,17.14119,16.54696,17.845
ENSMUSG00000086969,4930443O20Rik,0,0,0,0.03095,0.06275,0,0,0,0,0,0,0.03499
ENSMUSG00000086992,Gm15941,0,0,0,0,0.06275,0,0,0,0.06192,0.0294,0,0
ENSMUSG00000086995,Gm13544,0.07051,0.16096,0.07041,0.03095,0.06995,0.11643,0.03012,0.24435,0.03457,0.11761,0.18176,0
ENSMUSG00000086999,Bcas1os2,0.14103,0.1082,0.14082,0.0619,0.06275,0.18971,0.15061,0.03491,0.09288,0.11761,0.12117,0.17493
ENSMUSG00000087006,Gm13889,2.18591,3.75086,2.35868,2.5302,2.72959,2.50422,3.61458,2.72278,2.96461,3.41071,3.81696,3.35866
ENSMUSG00000087009,Nphs1os,0,0,0.0352,0,0,0,0,0.03491,0,0.0294,0,0
ENSMUSG00000087013,2610027K06Rik,4.43744,4.747,5.48522,5.04812,4.59644,5.00142,4.1692,4.87006,4.485,3.79773,4.86494,4.58338
ENSMUSG00000087022,9130024F11Rik,0.07051,0.14426,0.01002,0.03823,0.09412,0.11383,0.13251,0.10472,0.07428,0.09543,0.09088,0.10496
ENSMUSG00000087024,B230119M05Rik,0.14103,0,0,0.03095,0,0,0.12049,0.03491,0,0.05881,0.12117,0
ENSMUSG00000087026,A230103J11Rik,1.3502,1.41686,1.98233,2.05322,1.70021,2.02434,1.24383,1.09796,1.22064,1.79207,1.3357,1.29889
ENSMUSG00000087028,Gm13387,0.95066,0.81554,0.70649,0.89656,1.17017,0.65955,0.78951,0.51033,0.85858,0.91929,0.60279,1.03279
ENSMUSG00000087029,Gm14133,0,0,0,0,0,0,0.02455,0,0,0,0.0303,0
ENSMUSG00000087038,2900079G21Rik,0.21154,0.16796,0.14082,0.03095,0.10749,0.11383,0.11684,0.10472,0.04806,0.14701,0.07238,0.17493
ENSMUSG00000087045,4930515B02Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087050,Dhrs13os,0.96765,1.09147,0.95041,1.22059,1.36037,0.926,1.0656,0.8079,1.09106,0.77667,1.17026,0.87661
ENSMUSG00000087061,A130030D18Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087067,Gm11532,0,0,0,0,0,0,0,0,0.09278,0,0.12117,0
ENSMUSG00000087069,LOC102636406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087070,Gm12505,0.51504,0.45315,0.50599,0.26276,0.31226,0.27263,0.3383,0.66601,0.70884,0.88419,0.79511,0.58182
ENSMUSG00000087075,A230065H16Rik,0.07051,0,0.0352,0.03095,0.03137,0.03794,0.03012,0.03491,0.09288,0,0,0.03499
ENSMUSG00000087090,Nctc1,0.07051,0.03607,0.0352,0.03095,0.03137,0.03794,0,0.03491,0.06192,0,0.06059,0.06997
ENSMUSG00000087095,Emx2os,0.1448,0.07245,0.10687,0.09362,0.09522,0.03855,0.06078,0.07162,0.03122,0.02971,0.09156,0.07061
ENSMUSG00000087097,4930586N03Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087104,Tmem132cos,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087107,AI662270,127.84292,135.68714,140.877,140.32335,134.2681,133.12034,131.34379,120.16395,125.68739,121.24114,126.56851,128.52196
ENSMUSG00000087110,Gm11264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087115,Pcsk2os2,0,0,0,0.03095,0,0,0,0,0,0,0,0
ENSMUSG00000087122,4930403D09Rik,0.17344,0.17181,0.35204,0.42776,0.20755,0.34148,0.17462,0.31417,0.07802,0.11761,0.2373,0.16856
ENSMUSG00000087125,A230108P19Rik,0.03526,0.1082,0.07041,0.03095,0.03137,0.07589,0,0.03491,0.12385,0.05881,0.12117,0.06997
ENSMUSG00000087132,A930001C03Rik,0.31849,0.2538,0.38774,0.20003,0.32831,0.24717,0.41163,0.31289,0.11588,0.23641,0.2659,0.07843
ENSMUSG00000087137,4930509K18Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087138,Gm15545,2.56249,2.36623,3.11959,2.56679,1.6766,3.37933,2.68255,2.67836,2.53126,2.39774,3.18485,3.00059
ENSMUSG00000087139,Gm11683,0.07051,0.03607,0.07041,0.15474,0.03137,0.18971,0.03012,0,0.06192,0.05881,0,0.06997
ENSMUSG00000087141,Plcxd2,27.04186,29.79042,29.25459,27.82231,27.10751,25.156,22.13933,26.32014,29.25838,34.48928,33.86786,29.42323
ENSMUSG00000087148,1700030C14Rik,0,0,0.0352,0.0619,0.00209,0.00463,0,0,0,0,0,0
ENSMUSG00000087155,Gm15008,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087160,Gm16336,0,0,0,0,0,0.03794,0,0,0,0.03007,0,0
ENSMUSG00000087162,Gm14244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087163,Gm16230,0.14103,0.03607,0.03631,0.03095,0.06275,0,0.07274,0.07082,0.09517,0.08821,0,0.03499
ENSMUSG00000087165,2010001A14Rik,0.60267,0.78399,1.09105,1.37663,0.7602,1.16628,0.95738,0.93601,0.70702,1.17963,0.81586,1.08759
ENSMUSG00000087166,L1td1,0.03712,0,0,0.09284,0.03137,0,0.09036,0,0,0,0,0.03499
ENSMUSG00000087170,1700001G01Rik,0,0,0,0,0,0.03794,0,0,0,0,0,0
ENSMUSG00000087172,Gm12153,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087174,5530601H04Rik,13.66503,12.79112,14.51756,15.34974,12.55851,13.54268,11.19957,11.83181,12.65942,11.60839,12.85603,12.97431
ENSMUSG00000087175,Gm15133,0.07051,0.07213,0.0352,0.09284,0.1255,0.15177,0,0.10472,0.06192,0.08821,0,0.06997
ENSMUSG00000087177,E130307A14Rik,2.89444,3.07186,2.6768,2.54438,2.23396,2.41283,3.01541,2.33899,2.34034,2.93615,3.80488,2.57703
ENSMUSG00000087184,LOC108167931,0,0.03607,0,0,0.03137,0,0.06024,0.03491,0.03096,0,0,0
ENSMUSG00000087194,Skint6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087200,Lrp8os3,0.03526,0,0.10592,0.03095,0.06275,0,0.03027,0.07001,0.03105,0,0.11192,0.08763
ENSMUSG00000087203,Gm13986,0.03526,0.07213,0.03525,0.031,0.06303,0.07602,0.06024,0.13963,0.15481,0.0294,0.21207,0.20992
ENSMUSG00000087211,Lhx1os,0,0,0,0,0,0,0,0,0,0.0294,0,0
ENSMUSG00000087213,2810408I11Rik,5.6823,6.60123,5.9507,5.54769,6.02657,6.6469,5.51462,5.79646,5.80551,5.17394,6.12447,6.96318
ENSMUSG00000087223,4930442L01Rik,0.10577,0.14426,0.07041,0.0619,0.1255,0.11383,0.09036,0.06981,0.09288,0.11761,0.03029,0.03499
ENSMUSG00000087226,Gm14015,0,0,0.07041,0.12379,0.03137,0.11383,0.09036,0.20944,0.10044,0.08821,0.06059,0.17493
ENSMUSG00000087230,Mroh3,0.03526,0.1082,0,0.09284,0.03137,0.03794,0.06024,0,0,0,0.06059,0
ENSMUSG00000087231,E230016M11Rik,1.27453,1.62078,2.40802,2.03661,1.60145,1.3193,1.26628,1.31461,1.52932,1.3498,1.42363,1.49566
ENSMUSG00000087236,Gm1305,0.04876,0.07213,0,0.0619,0.1255,0.15177,0.12049,0.06981,0.09288,0.26462,0.12117,0.10496
ENSMUSG00000087247,Fam150a,0,0,0,0,0,0,0.06024,0,0,0,0.03029,0
ENSMUSG00000087249,Gm16062,0.72558,0.39323,0.52125,0.42485,0.44787,0.50364,0.60447,0.52065,0.3244,1.03862,0.68934,0.51092
ENSMUSG00000087252,Gm14379,0.10577,0.03607,0.0352,0.09284,0.1255,0.03794,0.06024,0.10472,0,0.08821,0.09088,0.03499
ENSMUSG00000087254,2310005A03Rik,0.10652,0.21749,0.17737,0.15596,0.31635,0.35387,0.09081,0.06981,0.09355,0.23719,0.39477,0.14124
ENSMUSG00000087259,2610035D17Rik,1.97522,1.69449,0.8801,1.45457,1.22037,1.17622,1.95691,0.83778,1.30054,1.23797,1.84789,1.99887
ENSMUSG00000087260,Lamtor5,0,0.20161,0,0.17515,0,0,0,0,0.34848,0,0,0.396
ENSMUSG00000087264,Gad1os,0.03526,0.07213,0,0,0,0.03794,0,0,0.03096,0,0,0
ENSMUSG00000087278,A930006I01Rik,0,0,0,0,0.06275,0,0.03012,0,0.03096,0.05881,0,0
ENSMUSG00000087279,4930544D05Rik,0,0,0,0,0,0,0.03012,0,0,0,0,0
ENSMUSG00000087283,Gm13580,0.31731,0.46886,0.24643,0.21664,0.21962,0.45531,0.30122,0.17454,0.24769,0.38223,0.21205,0.45482
ENSMUSG00000087289,4933424M12Rik,0.21154,0.3426,0.05696,0.03095,0.07695,0.0829,0.11377,0,0.06764,0.14701,0.1528,0.05343
ENSMUSG00000087303,Lipo2,0.2135,0.21567,0.16573,0.24617,0.18438,0.45288,0.25067,0.32724,0.69114,0.56305,0.29006,0.41226
ENSMUSG00000087305,A430035B10Rik,0.91667,0.86558,0.77449,0.55707,0.69024,0.68297,1.1145,0.66324,0.77403,1.26431,0.99968,1.04958
ENSMUSG00000087306,LOC102637814,0.20705,0.25426,0.39873,0.3695,0.28988,0.37929,0.24695,0.22003,0.45824,0.50984,0.47916,0.39965
ENSMUSG00000087309,4930528P14Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087330,Bloodlinc,1.09295,1.26231,1.09133,0.95939,0.87848,1.21417,1.2651,1.08213,1.14556,1.14671,0.9088,1.04958
ENSMUSG00000087331,1810021B22Rik,0.21154,0.28853,0.31684,0.0619,0.18825,0.18971,0.12049,0.24435,0.21673,0.14701,0.21205,0.10496
ENSMUSG00000087334,AW495222,0.16777,0,0,0.14681,0.04075,0,0,0.16347,0,0.04074,0.07889,0.09533
ENSMUSG00000087338,Scpep1os,0.04122,0.079,0.03918,0.0717,0.14785,0.1306,0.12597,0.22261,0.06999,0.23561,0.25385,0.11523
ENSMUSG00000087341,0610040F04Rik,0,0,0,0,0,0,0,0,0,0,0.03051,0
ENSMUSG00000087342,Gm12238,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087343,1700021N21Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087354,4930404I05Rik,0.88501,0.55979,0.97155,0.96505,0.89523,1.13316,0.59169,0.65702,0.89176,1.14459,0.6282,0.76158
ENSMUSG00000087361,0610043K17Rik,0.07051,0,0.0352,0.15474,0,0.03794,0,0,0,0.05881,0.06059,0.03499
ENSMUSG00000087362,Gm13710,0.84616,0.79345,0.70408,0.99034,0.75299,1.32799,1.2651,0.69815,1.14556,1.23491,0.8785,0.55978
